"heightagegroups","SEX","name","prev_less18.5","prev_18.5to20","prev_20to25","prev_25to30","prev_30to35","prev_35to40","prev_over40","TOTPOP","Age group (IL3)","Age group (IL)","code.x","meanheight","sdheight","region"
"60-69",0,"Ireland",0.00657657548348595,0.0187223249520437,0.214120202109841,0.382252013123556,0.231174442019561,0.100764704429452,0.046389738417811,259.6425,"60-69","60-69",372,162.379857,6.41097098529576,"EUROPE"
"60-69",0,"Israel",0.0101387241725999,0.0214495815062297,0.262812559573713,0.347076019521032,0.227456288556683,0.0808235816018242,0.0502432450679178,372.0455,"60-69","60-69",376,161.5565293,6.25358772302643,"ASIA"
"60-69",0,"Italy",0.00936934673606656,0.0285720217282694,0.303761028194697,0.352781216046361,0.204764454563969,0.0721051379890798,0.0286467952744695,4024.418,"60-69","60-69",380,161.8837427,6.35977319502576,"EUROPE"
"60-69",0,"Jamaica",0.0199764842431736,0.0143047066455023,0.148142271505429,0.272025191877396,0.301968385889191,0.140886693234536,0.102696267010208,118.438,"60-69","60-69",388,161.2050784,6.5800890867932,"LATIN AM. CARIBBEAN"
"60-69",0,"Japan",0.0709089716190462,0.115339489257571,0.560693212602307,0.210103443981047,0.0362139455626632,0.0058125781769191,0.000928362867241327,7579.614,"60-69","60-69",392,157.2721621,6.15127221731187,"ASIA"
"60-69",0,"Jordan",0.00376963501769138,0.00347920682551975,0.0616808901382217,0.218158419747966,0.351720287323844,0.218409253024749,0.142782308739793,232.373,"60-69","60-69",400,157.7392951,6.22915117051158,"ASIA"
"60-69",0,"Kazakhstan",0.00846499496807954,0.0152559634889093,0.213674152169741,0.419842823693321,0.220793122332383,0.0831654123358439,0.038803531568182,916.716,"60-69","60-69",398,159.1531375,5.77570198774153,"ASIA"
"60-69",0,"Kenya",0.100908199501694,0.075732668601546,0.34890783787278,0.256525644821751,0.145483005273713,0.0420971797383002,0.0303454647877896,832.603,"60-69","60-69",404,159.6796738,6.37583319262268,"AFRICA"
"60-69",0,"Kuwait",0.00157930629134829,0.00221723929311724,0.0598048512728954,0.219363263347412,0.329444156529114,0.227793225583798,0.159797956295011,68.1195,"60-69","60-69",414,156.9885566,6.22915117051158,"AFRICA"
"60-69",0,"Kyrgyzstan",0.00810408609970191,0.012501843291311,0.106274852838282,0.348821619840667,0.314769476465383,0.135063004525636,0.0744651169390182,236.505,"60-69","60-69",417,157.492338,5.77570198774153,"ASIA"
"60-69",0,"Lao People's Democratic Republic",0.0781272678152845,0.0869201615698197,0.417033883400267,0.302420025707722,0.104194461175645,0.00781947418613531,0.00348472614512572,181.36,"60-69","60-69",418,150.6897705,5.48432769595219,"ASIA"
"60-69",0,"Latvia",0.00310263621092647,0.0086255989336652,0.161774327036383,0.370358053478441,0.267393182792357,0.122884042251995,0.0658621588249757,143.4315,"60-69","60-69",428,167.69085,6.44068365016867,"EUROPE"
"60-69",0,"Lebanon",0.00728554159997906,0.0105323629601478,0.167935796493815,0.297453468733309,0.302621592274794,0.139355484001956,0.0748157545025587,238.795,"60-69","60-69",422,160.4740163,6.22915117051158,"ASIA"
"60-69",0,"Lesotho",0.0413718829766013,0.0495697975331128,0.255367170873505,0.264201149162891,0.179713397796298,0.135622730715515,0.0741538709420772,48.3575,"60-69","60-69",426,156.9289365,7.69950526745473,"AFRICA"
"60-69",0,"Liberia",0.0778168916500967,0.0627227734070308,0.430548573591873,0.202787787551308,0.106154929552384,0.0691466064723932,0.0508224377749144,96.661,"60-69","60-69",430,156.2222508,6.87478928458724,"AFRICA"
"60-69",0,"Libyan Arab Jamahiriya",0.00514710330623845,0.00454504937910507,0.0794205456216428,0.241641120598142,0.306226470494313,0.227248522509277,0.135771188091282,167.141,"60-69","60-69",434,158.3973868,5.96496940264768,"AFRICA"
"60-69",0,"Lithuania",0.00264606043476562,0.00786479156342813,0.149142750755738,0.371801434239911,0.28437007497372,0.115887098182101,0.0682877908503363,213.7025,"60-69","60-69",440,165.6261365,6.44068365016867,"EUROPE"
"60-69",0,"Luxembourg",0.0157886021802971,0.035726593409673,0.34672356742636,0.355216807868648,0.158273546789765,0.0675740862841208,0.0206967959457904,33.6195,"60-69","60-69",442,164.2712844,6.35977319502576,"EUROPE"
"60-69",0,"Madagascar",0.259226416868514,0.153668184676381,0.393459888321811,0.146159184837814,0.0320903262328946,0.0103070953230039,0.00508890373958165,540.1885,"60-69","60-69",450,153.3026769,6.37583319262268,"AFRICA"
"60-69",0,"Malawi",0.0877748972875618,0.10983250552333,0.421255243504492,0.224866111533909,0.0972170048972053,0.0415823994837782,0.0174718373667737,261.5455,"60-69","60-69",454,156.0846354,6.37583319262268,"AFRICA"
"60-69",0,"Malaysia",0.0175620055564092,0.0282576993558219,0.310413268585257,0.384927803310256,0.188671041365591,0.0530997210864078,0.0170684601799704,1140.9795,"60-69","60-69",458,154.8540612,5.48432769595219,"ASIA"
"60-69",0,"Maldives",0.0216544072698321,0.0170647719139089,0.302446321354293,0.393600126392998,0.198543814595156,0.0518225571145324,0.0148680003592806,10.425,"60-69","60-69",462,150.4821617,6.00479339642,"ASIA"
"60-69",0,"Mali",0.105564921533049,0.113893761846536,0.394939948696597,0.234522359553699,0.106444824575496,0.0340618882104033,0.0105722961437234,282.334,"60-69","60-69",466,161.83716,6.87478928458724,"AFRICA"
"60-69",0,"Malta",0.00499912923915737,0.0136679155968608,0.197860887249484,0.3570702922152,0.235562046665841,0.119357440914911,0.0714822891185461,30.2625,"60-69","60-69",470,162.6443971,6.35977319502576,"EUROPE"
"60-69",0,"Mauritania",0.0607652777013582,0.0320259490007301,0.22381571169793,0.279353409453176,0.239746998656511,0.101231955640782,0.0630606990059772,80.8075,"60-69","60-69",478,159.9551738,6.87478928458724,"AFRICA"
"60-69",0,"Mauritius",0.0197309130833246,0.0311359060000209,0.306794987198786,0.379087069112949,0.182857612002617,0.0581397587245891,0.0222537548777138,71.6475,"60-69","60-69",480,158.3181712,6.37583319262268,"AFRICA"
"60-69",0,"Mexico",0.00701999822826789,0.011260297212466,0.149280953904524,0.366597596905919,0.300357024916477,0.115623477481427,0.0498606507826444,4592.8975,"60-69","60-69",484,153.7715029,6.92995425489549,"LATIN AM. CARIBBEAN"
"60-69",0,"Micronesia (Fed. States of)",0.0157649801875507,0.0211704061212449,0.127292150640866,0.255659657098512,0.28818295783843,0.154964667954533,0.136965180603789,3.695,"60-69","60-69",583,157.1279028,6.64415511659163,"OCEANIA"
"60-69",0,"Mongolia",0.0106906949401697,0.0147831956688334,0.176272532178705,0.388895434852753,0.287275640068345,0.0882777180490586,0.033804784626275,104.997,"60-69","60-69",496,157.1061749,6.15127221731187,"ASIA"
"60-69",0,"Montenegro",0.00561986108840443,0.0163724987189082,0.247123892294739,0.386020804522959,0.221047615519698,0.0766696775726547,0.0471456512466741,40.7785,"60-69","60-69",499,167.4277918,NA,"EUROPE"
"60-69",0,"Morocco",0.0195231933101871,0.0153849954032065,0.174521965618549,0.345883210891612,0.266724101348071,0.118423062972136,0.059539469891304,1361.7105,"60-69","60-69",504,157.1671942,5.96496940264768,"AFRICA"
"60-69",0,"Mozambique",0.145496474940527,0.121469451446786,0.351375996177207,0.20108029296423,0.115560488626381,0.0437229595935327,0.0212943357184522,586.522,"60-69","60-69",508,155.0104704,6.37583319262268,"AFRICA"
"60-69",0,"Myanmar",0.104171725898633,0.0734221757596483,0.453705310587809,0.256445796865708,0.0881031211661734,0.0183192644000594,0.00583260520194021,2027.1025,"60-69","60-69",104,152.5458136,5.61261917293906,"ASIA"
"60-69",0,"Namibia",0.117665590294175,0.0785801479310914,0.275968258950383,0.22391426535938,0.155085750304484,0.0910215874717009,0.0577643986887855,59.949,"60-69","60-69",516,160.1478688,7.69950526745473,"AFRICA"
"60-69",0,"Nepal",0.124091497840036,0.103136120507843,0.427646939474254,0.247140126758266,0.0770817910723343,0.0168366844000936,0.00406684094717169,839.6635,"60-69","60-69",524,150.4018539,6.00479339642,"ASIA"
"60-69",0,"Netherlands",0.010330132456127,0.0364421295400073,0.376719266698169,0.355790423714944,0.145482717109457,0.0529435602662175,0.0222917706807824,1121.384,"60-69","60-69",528,168.2279548,6.35977319502576,"EUROPE"
"60-69",0,"New Zealand",0.00933578914723205,0.0242146055310056,0.243827451859715,0.322528307709837,0.21383953337841,0.111025546749091,0.0752287650841017,291.7775,"60-69","60-69",554,164.4480416,6.64415511659163,"OCEANIA"
"60-69",0,"Nicaragua",0.0196909314231974,0.0195361199317445,0.14864000526965,0.308933023879942,0.318637854649325,0.126442228873862,0.0581198359722786,173.1875,"60-69","60-69",558,153.3390636,6.8002746841016,"LATIN AM. CARIBBEAN"
"60-69",0,"Niger",0.253659892058507,0.17003287343211,0.358488064200373,0.137920375472255,0.0545001207511309,0.0172109554227411,0.00818771908787507,349.8205,"60-69","60-69",562,160.2466973,6.87478928458724,"AFRICA"
"60-69",0,"Nigeria",0.0969333407956342,0.0761220062316197,0.325916398853895,0.285132625925087,0.137050261140001,0.056364715475438,0.0224806505783252,3563.3115,"60-69","60-69",566,158.3391786,6.87478928458724,"AFRICA"
"60-69",0,"Norway",0.0144453717402285,0.0353581430565207,0.361636925212429,0.37690369244427,0.153117291979661,0.0396845224327354,0.0188540536515906,299.4035,"60-69","60-69",578,165.89255,6.44068365016867,"EUROPE"
"60-69",0,"Oman",0.0377546058824093,0.0166775053543943,0.176048095569697,0.252351418161626,0.256811799482525,0.148311651721666,0.112044923991738,59.486,"60-69","60-69",512,154.519669,6.22915117051158,"ASIA"
"60-69",0,"Pakistan",0.0607744317383202,0.0465934764313119,0.282717069368343,0.324698596319504,0.189743091093824,0.0637322095462944,0.0317411259280839,5150.4235,"60-69","60-69",586,154.0397676,5.75126543522668,"ASIA"
"60-69",0,"Panama",0.0126231236308652,0.0173668164763155,0.156974843513234,0.355140248557816,0.280210008093896,0.121861330693464,0.0558236290344092,158.606,"60-69","60-69",591,154.8732433,6.8002746841016,"LATIN AM. CARIBBEAN"
"60-69",0,"Papua New Guinea",0.0912990394721343,0.102783935782869,0.2950918060683,0.268143084042748,0.14572462445776,0.0640708011785966,0.0328867079975918,180.8405,"60-69","60-69",598,154.2713179,6.64415511659163,"OCEANIA"
"60-69",0,"Paraguay",0.00719887353118567,0.0119382039719075,0.140561494675543,0.371484965018123,0.262244329249779,0.125385654083447,0.0811864788970345,197.4545,"60-69","60-69",600,156.2930788,6.21217254718213,"LATIN AM. CARIBBEAN"
"60-69",0,"Peru",0.00945138696420881,0.0200257822477731,0.210016458687126,0.387650250431404,0.256520317976437,0.08646384323097,0.0298719609147634,1139.135,"60-69","60-69",604,150.7206517,6.21217254718213,"LATIN AM. CARIBBEAN"
"60-69",0,"Philippines",0.0880263561719398,0.0720440698435811,0.419954370666495,0.316345942256159,0.0851736455736674,0.0148862020242366,0.00356941389402053,3341.7275,"60-69","60-69",608,150.2548057,5.48432769595219,"ASIA"
"60-69",0,"Poland",0.00275904493561381,0.00791861709265827,0.164251429137325,0.373141110816966,0.292404479330509,0.105040113960452,0.0544852047071008,2711.226,"60-69","60-69",616,163.8608315,6.41559204207879,"EUROPE"
"60-69",0,"Portugal",0.00490336410362054,0.0100717000215483,0.222148333089694,0.371457030707704,0.268182976742058,0.0933444304803907,0.0298921653364134,740.7315,"60-69","60-69",620,159.2046968,6.35977319502576,"EUROPE"
"60-69",0,"Puerto Rico",0.0142429019018857,0.0121982270286996,0.1258312768093,0.328848200845147,0.261584375706937,0.158811709105551,0.0984833090897805,245.265,"60-69","60-69",630,158.6163657,NA,"LATIN AM. CARIBBEAN"
"60-69",0,"Qatar",0.00625077106201479,0.00546514960656192,0.0788627138548983,0.217258573306747,0.323621485682717,0.199982815412662,0.168558491074399,21.64,"60-69","60-69",634,158.5643352,6.22915117051158,"ASIA"
"60-69",0,"Republic of Korea",0.0163808919963773,0.0506405538268239,0.540652676428156,0.329331387587413,0.0552563929297872,0.00674826966275017,0.000989920697087001,3708.583,"60-69","60-69",410,157.1372922,6.15127221731187,"ASIA"
"60-69",0,"Republic of Moldova",0.00159179079922202,0.00822089058483465,0.125624285928485,0.385607592902289,0.314376424120482,0.113560732698074,0.0510182829666143,237.1525,"60-69","60-69",498,161.1397925,6.41559204207879,"EUROPE"
"60-69",0,"Romania",0.00451746504739597,0.00981953389001584,0.120389315488059,0.323040006076108,0.326019149565186,0.15142933962521,0.0647851897722922,1307.9065,"60-69","60-69",642,164.9835327,6.41559204207879,"EUROPE"
"60-69",0,"Russian Federation",0.00313886995654223,0.00617055959263673,0.140689572497064,0.380328939377444,0.294644092826654,0.118858073705,0.0561698909845402,11127.2515,"60-69","60-69",643,163.2358824,6.39670913594022,"EUROPE"
"60-69",0,"Rwanda",0.137746225513919,0.163337257376975,0.476808739987596,0.1490277768552,0.0513620790285167,0.0149297311826747,0.00678819047409657,300.964,"60-69","60-69",646,157.5836674,6.37583319262268,"AFRICA"
"60-69",0,"Saint Lucia",0.0168745808951793,0.017408227621601,0.151961647171241,0.330735613479717,0.251473320879577,0.144426730777176,0.087119878594345,7.8515,"60-69","60-69",662,162.4639423,6.5800890867932,"LATIN AM. CARIBBEAN"
"60-69",0,"Saint Vincent and the Grenadines",0.0176922300518302,0.0183227216307227,0.140500152111273,0.306381807184899,0.258812781448952,0.176508672798936,0.0817816343436229,4.7945,"60-69","60-69",670,161.7555465,6.5800890867932,"LATIN AM. CARIBBEAN"
"60-69",0,"Samoa",0.00495324019201374,0.0079166761391155,0.0541822804962645,0.181248711818205,0.288573846404551,0.21935038776067,0.243774857767196,5.8225,"60-69","60-69",882,160.2821632,6.64415511659163,"OCEANIA"
"60-69",0,"Sao Tome and Principe",0.0668121536186142,0.0593886421190389,0.28075230143053,0.29467638219585,0.177190145635117,0.0709837391723092,0.0501966362411115,4.1205,"60-69","60-69",678,159.3475472,7.15558326081175,"AFRICA"
"60-69",0,"Saudi Arabia",0.0103519798850389,0.011716020953837,0.0879910943175478,0.225814589681769,0.333594397556429,0.202653328752988,0.127878588478191,404.2195,"60-69","60-69",682,152.5894001,6.22915117051158,"ASIA"
"60-69",0,"Senegal",0.108518104758875,0.0729964973711705,0.286686256642862,0.307405921067176,0.142406256662452,0.0594880250418201,0.0224989384556443,309.4925,"60-69","60-69",686,162.5899502,6.87478928458724,"AFRICA"
"60-69",0,"Serbia",0.015703002177436,0.0145497737287955,0.250507195018341,0.341110154812097,0.237068493649643,0.097313465840837,0.0437479137728504,535.1055,"60-69","60-69",688,165.9341318,NA,"EUROPE"
"60-69",0,"Sierra Leone",0.103117740066759,0.106587454453696,0.465543144456846,0.194559151764548,0.0813383621017791,0.0299066635396401,0.0189474841956628,145.7175,"60-69","60-69",694,157.4316783,6.87478928458724,"AFRICA"
"60-69",0,"Singapore",0.0495361640493721,0.0734191122377385,0.449090246283365,0.308746236003499,0.0929180156206936,0.0189389569278544,0.00735126887747764,283.6625,"60-69","60-69",702,158.3519582,5.48432769595219,"ASIA"
"60-69",0,"Slovakia",0.00512541644134297,0.0128849511074379,0.187186884124279,0.365621572033486,0.283253917408424,0.102966595159777,0.0429606642183676,366.9935,"60-69","60-69",703,165.2974247,6.41559204207879,"EUROPE"
"60-69",0,"Slovenia",0.00574571732829722,0.0144309658388983,0.289333805222925,0.434204674429527,0.160770609085806,0.0523206167009085,0.0431936113936379,142.438,"60-69","60-69",705,165.4230401,6.35977319502576,"EUROPE"
"60-69",0,"Solomon Islands",0.0444298589800031,0.0550179137139671,0.301263740323489,0.308106623832334,0.159322050806261,0.0928152963126442,0.0390445164623904,13.002,"60-69","60-69",90,154.3332971,6.64415511659163,"OCEANIA"
"60-69",0,"Somalia",0.0911931490032709,0.0822065309550059,0.271986142230231,0.278525334218883,0.186189627546843,0.0606410283768558,0.02925818666891,255.278,"60-69","60-69",706,159.5869597,6.34001181333711,"AFRICA"
"60-69",0,"South Africa",0.0157068554569783,0.0225076187508581,0.153699568564607,0.242627777177419,0.262395130380995,0.177935401369063,0.125127647734767,2137.503,"60-69","60-69",710,158.3823571,7.72449731172202,"AFRICA"
"60-69",0,"Spain",0.00698378894967351,0.0239885533071864,0.334159198602535,0.391441480239259,0.15669431116707,0.0559262771213349,0.0308063900672377,2991.506,"60-69","60-69",724,161.5489931,6.35977319502576,"EUROPE"
"60-69",0,"Sri Lanka",0.0846241914734785,0.0601954012319187,0.35907256217287,0.359473820941596,0.108093263862822,0.0201173748848044,0.00842338543251062,1153.8075,"60-69","60-69",144,152.6982704,6.00479339642,"ASIA"
"60-69",0,"Sudan",0.0994984158464699,0.0799209795544114,0.261206778457615,0.281193364981887,0.159051982903585,0.0779484929187797,0.0411799857465646,845.971,"60-69","60-69",729,160.2218016,5.96496940264768,"AFRICA"
"60-69",0,"Suriname",0.0230598709036405,0.022455748786546,0.179571223003636,0.312089914672135,0.241608547718021,0.134711132039522,0.0865035633136228,23.101,"60-69","60-69",740,159.3875303,6.21217254718213,"LATIN AM. CARIBBEAN"
"60-69",0,"Swaziland",0.032358166509306,0.0202190615803795,0.145244839636324,0.240347882056489,0.273716839108733,0.159009463089903,0.129103747018866,27.563,"60-69","60-69",748,158.5323684,7.69950526745473,"AFRICA"
"60-69",0,"Sweden",0.00934088895743063,0.0331002379098773,0.404331077841774,0.367953383931137,0.132532462595156,0.039887646254776,0.0128543025314307,558.3945,"60-69","60-69",752,165.5757234,6.44068365016867,"EUROPE"
"60-69",0,"Switzerland",0.0298257347603529,0.0873646882408426,0.472779294218149,0.266452733977036,0.0983143795897619,0.0325545534052869,0.0127086149007421,513.6115,"60-69","60-69",756,163.7850002,6.35977319502576,"EUROPE"
"60-69",0,"Syrian Arab Republic",0.00383998655963909,0.00508436639054725,0.105973040988994,0.276264422198238,0.340333619812427,0.1695425598236,0.0989620036553508,550.612,"60-69","60-69",760,156.4702368,6.22915117051158,"ASIA"
"60-69",0,"TFYR Macedonia",0.00761537707152787,0.00936262909283465,0.154136996889105,0.354682342158591,0.279411010890807,0.124755222892266,0.0700364224898249,123.3645,"60-69","60-69",807,160.5336767,6.35977319502576,"EUROPE"
"60-69",0,"Tajikistan",0.0133139583073758,0.0178619763676806,0.164490117783547,0.297889698148459,0.305466402200899,0.13389585374183,0.0670819936876911,238.389,"60-69","60-69",762,156.8122727,5.77570198774153,"ASIA"
"60-69",0,"Thailand",0.0328083358449644,0.0467918830737703,0.397249251708421,0.372220923367099,0.122575616759515,0.0233235060296742,0.00503048321655689,4344.1795,"60-69","60-69",764,154.5863668,5.55763692978066,"ASIA"
"60-69",0,"Timor-Leste",0.251705862294002,0.131776575914988,0.461766094789163,0.123564246496623,0.0255503239352114,0.00383449039623622,0.00180240560472589,25.9845,"60-69","60-69",626,149.8696817,5.61261917293906,"ASIA"
"60-69",0,"Togo",0.121283681673994,0.0875779536700631,0.321190658646077,0.246338925253391,0.1388820648426,0.0579823076721562,0.0267444080884178,160.7595,"60-69","60-69",768,158.3509828,6.87478928458724,"AFRICA"
"60-69",0,"Tonga",0.00137016246255507,0.00388304300864114,0.0384244383927482,0.144757016484073,0.320631858995934,0.229224581963911,0.261708898692138,2.951,"60-69","60-69",776,163.358956,6.64415511659163,"OCEANIA"
"60-69",0,"Trinidad and Tobago",0.0312538411260021,0.0261389413766615,0.236315319855291,0.327429960355475,0.204601732105601,0.105688195948509,0.0685720097772169,85.8795,"60-69","60-69",780,159.5750019,6.5800890867932,"LATIN AM. CARIBBEAN"
"60-69",0,"Tunisia",0.0145085437845358,0.0195125346309288,0.152806466598004,0.278875119974016,0.28440788836948,0.162052434103559,0.087837012084441,518.824,"60-69","60-69",788,158.0381799,5.96496940264768,"AFRICA"
"60-69",0,"Turkey",0.00239331359241272,0.00370577675813906,0.0615036183338274,0.23315637369991,0.33429490890604,0.225745579199914,0.139200429509757,3582.786,"60-69","60-69",792,156.061037,6.35966376707611,"EUROPE"
"60-69",0,"Turkmenistan",0.00921013182164486,0.0163114096457285,0.179618317646083,0.362254312377664,0.248518359698379,0.136011678351915,0.0480757916790874,220.1955,"60-69","60-69",795,159.3013278,5.77570198774153,"ASIA"
"60-69",0,"Uganda",0.172428202511381,0.125071563547131,0.379207409883685,0.203802185373358,0.064760483624778,0.0359405266626186,0.0187896283970482,562.7415,"60-69","60-69",800,158.2794835,6.37583319262268,"AFRICA"
"60-69",0,"Ukraine",0.00421011919007606,0.0134557688583938,0.16280841615201,0.339496237869444,0.299708167028554,0.115085641998977,0.0652356489025446,3162.5235,"60-69","60-69",804,165.1798837,6.41559204207879,"EUROPE"
"60-69",0,"United Arab Emirates",0.00568729738900554,0.00913528848111324,0.136345149986702,0.267623656319161,0.295438445562321,0.176685283122265,0.109084879478581,97.158,"60-69","60-69",784,158.3975787,6.22915117051158,"ASIA"
"60-69",0,"United Kingdom",0.0101485934421935,0.0264491523659167,0.271682613668283,0.337555904697969,0.20598567463704,0.0936748554378246,0.0545032057507736,3912.6695,"60-69","60-69",826,162.7115217,6.38375782145081,"EUROPE"
"60-69",0,"United Republic of Tanzania",0.12900367255667,0.102828385793781,0.341564215569037,0.224948981847289,0.128510050373496,0.0417625186984322,0.0313821746162822,1017.3765,"60-69","60-69",834,156.2557355,6.37583319262268,"AFRICA"
"60-69",0,"United States of America",0.01135808236926,0.0212544527717554,0.18595730622858,0.284109295668171,0.235075596357357,0.144234312686361,0.118010953918515,20657.145,"60-69","60-69",840,162.9542244,6.8493940584072,"NORTHERN AM."
"60-69",0,"Uruguay",0.0077648996027171,0.0120202328537054,0.178765245713448,0.321681778906731,0.257053113146029,0.135777381227949,0.0869373490190778,177.064,"60-69","60-69",858,158.9734888,6.21217254718213,"LATIN AM. CARIBBEAN"
"60-69",0,"Uzbekistan",0.00526154583423058,0.00793043697532768,0.106639370015738,0.294161527451434,0.321287655140549,0.178808670890252,0.0859107946924684,1104.3955,"60-69","60-69",860,159.0023148,5.77570198774153,"ASIA"
"60-69",0,"Vanuatu",0.0425453443045969,0.0347224314256816,0.284655276956787,0.335761383746302,0.175457566012471,0.0774067676827871,0.0494512303040168,6.896,"60-69","60-69",548,157.0313624,6.64415511659163,"OCEANIA"
"60-69",0,"Venezuela (Bolivarian Republic of)",0.0278794793429836,0.0290963974103691,0.293701516731018,0.356965717357207,0.192460361600025,0.0705843941472739,0.0293121328557634,1194.7975,"60-69","60-69",862,155.9097396,6.21217254718213,"LATIN AM. CARIBBEAN"
"60-69",0,"Viet Nam",0.0549443901616893,0.0768001159315084,0.567939584689197,0.263869495267783,0.0336486804347663,0.00223713380893908,0.000560464690259637,4425.1175,"60-69","60-69",704,153.0339302,5.62539251723287,"ASIA"
"60-69",0,"Yemen",0.102949122390012,0.0685485358336727,0.321555170151075,0.257381745113445,0.163022921308954,0.0601417656820816,0.0264007405207602,495.2135,"60-69","60-69",887,152.9234923,6.22915117051158,"ASIA"
"60-69",0,"Zambia",0.0846282842235822,0.0911563056487399,0.375009390557688,0.237136684094817,0.138223435238967,0.0534234449270151,0.0204224547183689,249.264,"60-69","60-69",894,158.0095235,6.37583319262268,"AFRICA"
"60-69",0,"Zimbabwe",0.0594796456341795,0.059925708560111,0.376363022284866,0.249295413163977,0.15022955848812,0.0728304203495694,0.0318762310118193,289.273,"60-69","60-69",716,159.4174314,6.37583319262268,"AFRICA"
"60-69",1,"Afghanistan",0.0465179006167998,0.0524869419285704,0.449105205133099,0.300874466641868,0.12072819627861,0.0204435091260177,0.00984378027503569,438.655,"60-69","60-69",4,165.2747855,6.71126006595401,"ASIA"
"60-69",1,"Albania",0.0028482059492974,0.00848446572049066,0.169706104582718,0.482184776445331,0.269824403124646,0.0559071511506608,0.011044893026856,162.419,"60-69","60-69",8,173.2880786,7.31976782575309,"EUROPE"
"60-69",1,"Algeria",0.0260685458728901,0.0384358095859161,0.332520059038077,0.419304639404748,0.139942092960728,0.0328376084236216,0.0108912447140187,1330.15,"60-69","60-69",12,170.4355438,6.96078541266058,"AFRICA"
"60-69",1,"Angola",0.133568874556301,0.173407033687496,0.428768266598916,0.177909494185329,0.0577143482431813,0.0237237709218213,0.00490821180695548,493.056,"60-69","60-69",24,166.6905911,8.11557789153908,"AFRICA"
"60-69",1,"Argentina",0.00333780374473737,0.00813897752563382,0.135296154084291,0.401940850771041,0.304317162233601,0.111497268175975,0.0354717834647206,1767.017,"60-69","60-69",32,172.1272772,7.17216717790946,"LATIN AM. CARIBBEAN"
"60-69",1,"Armenia",0.0176015764138282,0.0297436400465904,0.288821909431546,0.355949436675124,0.217077989052028,0.0538898269290677,0.0369156214518161,143.5775,"60-69","60-69",51,170.6876435,7.21358235375376,"ASIA"
"60-69",1,"Australia",0.00291288002997503,0.00584682706629447,0.169402990930419,0.403401404922065,0.284384638222307,0.0958914499219185,0.0381598089070208,1360.5425,"60-69","60-69",36,177.0762304,7.425042003459,"OCEANIA"
"60-69",1,"Austria",0.00314995738630228,0.00640327541540471,0.280771318889745,0.450398767706157,0.207894386416732,0.0389354327509674,0.012446861434692,541.418,"60-69","60-69",40,177.4386699,7.31976782575309,"EUROPE"
"60-69",1,"Azerbaijan",0.00713533303072999,0.0181262485619014,0.210145162964901,0.423372381458846,0.250181555859208,0.0709145555401964,0.020124762584217,410.769,"60-69","60-69",31,171.5467562,7.21358235375376,"ASIA"
"60-69",1,"Bahamas",0.0373251396505105,0.0304461142330189,0.19464856805045,0.336065517928898,0.255952461800554,0.0780866889234802,0.067475509413089,15.157,"60-69","60-69",44,170.3268598,7.54008371752053,"LATIN AM. CARIBBEAN"
"60-69",1,"Bahrain",0.0175245000305993,0.0176434197705637,0.240187288728747,0.357915958286088,0.252529566579938,0.0863296681703362,0.0278695984337279,36.5165,"60-69","60-69",48,168.2513128,7.18914580123891,"ASIA"
"60-69",1,"Bangladesh",0.190520403975491,0.158513504631943,0.477863527536177,0.152074214569421,0.0171529972707769,0.00289963162208442,0.000975720394105561,4660.157,"60-69","60-69",50,162.5593133,6.96478802714733,"ASIA"
"60-69",1,"Barbados",0.0283740689614179,0.0376147273746781,0.316594607057724,0.357997188042895,0.16939401834308,0.0611313141240859,0.0288940760961197,15.833,"60-69","60-69",52,173.2345259,7.54008371752053,"LATIN AM. CARIBBEAN"
"60-69",1,"Belarus",0.00356249616796212,0.00917943944267161,0.185890256439983,0.474819444457788,0.263018048494189,0.0462639295127993,0.017266385484607,507.8945,"60-69","60-69",112,175.6051274,7.37558667280612,"EUROPE"
"60-69",1,"Belgium",0.00411336533761759,0.00612436128245003,0.221498461016985,0.478083501598051,0.205092247190096,0.0658863658569051,0.0192016977178946,690.725,"60-69","60-69",56,175.6307411,7.31976782575309,"EUROPE"
"60-69",1,"Belize",0.0217771123380838,0.0361965808319965,0.256407982823663,0.350629883702443,0.223105912634992,0.0761194709452221,0.0357630567236002,9.481,"60-69","60-69",84,167.5387467,7.76026931482893,"LATIN AM. CARIBBEAN"
"60-69",1,"Benin",0.16183094840474,0.114962092177883,0.460827786696495,0.167308796242407,0.0726153358330534,0.0178608231467915,0.00459421749863097,198.574,"60-69","60-69",204,169.7585068,7.83478391531457,"AFRICA"
"60-69",1,"Bhutan",0.0266240420514247,0.0411118170271626,0.469046587235156,0.356197360926886,0.088162335907805,0.0152417461054246,0.00361611074614189,21.729,"60-69","60-69",64,162.4687236,6.96478802714733,"ASIA"
"60-69",1,"Bolivia",0.0154224858931989,0.0229436464250473,0.34385918491246,0.381261361296527,0.168855045684831,0.0510667049256187,0.0165915708623171,278.295,"60-69","60-69",68,164.300956,7.17216717790946,"LATIN AM. CARIBBEAN"
"60-69",1,"Bosnia and Herzegovina",0.00355645599781518,0.00779704727444313,0.196139371246586,0.450624983410412,0.258698226144901,0.0611510329893419,0.0220328829365007,220.2485,"60-69","60-69",70,179.7406373,7.31976782575309,"EUROPE"
